Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Sigma Finer,Best Variance Explained Coarse,Best Variance Explained Finer
6747,3618,0.6897959183673469,0.6796914859693877,0.5947723283383897,0.595266536707614
7407,4054,0.6897959183673469,0.6973405612244898,0.5685284864203886,0.5687228997295928
7370,4054,0.6897959183673469,0.7010455197704082,0.6131363627855619,0.6135457699161218
6732,3618,0.6897959183673469,0.7174147002551019,0.7068809009382748,0.7101317812281933
6170,3618,0.6897959183673469,0.7084554368622449,0.6515955759527601,0.6533874280407937
98910,3618,0.6897959183673469,0.7370172991071431,0.6724639696352829,0.6808176876793129
6169,4032,0.9030612244897959,0.9048250159438775,0.6278862206438575,0.6278971660148394
7387,4053,0.6897959183673469,0.6771316964285714,0.8031757763884941,0.8032671857874539
8012,4040,0.9030612244897959,0.8414167131696426,0.7138274229024597,0.7211929366803015
120785,4054,0.6897959183673469,0.7420695153061225,0.6686524608766216,0.6737998471056705
7406,3582,0.4765306122448979,0.5391683274872451,0.7741808745080905,0.7776807277174751
8044,2737,0.05,0.05,0.8553365026776334,0.8553365026776334
8030,6083,1.3295918367346937,1.3362138273278061,0.895177359084586,0.89518291676505
8011,4512,0.9030612244897959,0.9146140585140305,0.8247368583438806,0.8248131618851977
6767,3159,0.6897959183673469,0.6312575733418366,0.7678449160124067,0.7708695061561631
6766,103373,0.05,0.05,0.8495963060057143,0.8495963060057143
7405,2737,0.26326530612244897,0.2387898596938775,0.8628803971243009,0.8629150627228164
6182,7163,3.035714285714285,3.034009660993303,0.7985769130599225,0.798576965843809
8662,5546,1.1163265306122447,1.146306002869898,0.8916571996108691,0.8917484130511842
7355,4040,0.9030612244897959,0.8594073860012754,0.7356506887220959,0.7393207739805843
7995,6061,0.26326530612244897,0.2649107142857143,0.772672863772305,0.7726729388559657
119816,108017,1.3295918367346937,1.3264756058673468,0.9282622387258904,0.928264179808395
8010,113742,1.1163265306122447,1.150775669642857,0.945826756609858,0.9460726678162799
